,degree,cc
63041592,137,1.0
223251513,137,1.0
186020922,182,0.6294092647683808
12625982,137,1.0
95921222,413,0.4990361785655516
232312915,137,1.0
208138348,384,0.48622443429068757
187055230,137,1.0
227711104,137,1.0
215792772,137,1.0
215840904,137,1.0
215792789,137,1.0
215312542,182,0.6294092647683808
230674601,137,1.0
217309361,931,0.24256955753438897
202115252,137,1.0
216357048,137,1.0
8486078,137,1.0
231257288,137,1.0
225614029,137,1.0
220540112,379,0.24990576705616283
233063638,137,1.0
218552556,137,1.0
4801776,538,0.31425446338947616
178090242,137,1.0
199174403,302,0.5224967547468703
235883779,137,1.0
194440461,137,1.0
96331022,153,0.8318713450292398
232828173,137,1.0
225229086,137,1.0
207061281,941,0.32754199923123883
219866401,332,0.4765588031885852
222925100,137,1.0
183794995,254,0.5237620989075971
202429748,214,0.5561844587775876
210195771,137,1.0
215789888,137,1.0
188816707,137,1.0
218506563,137,1.0
220774730,137,1.0
233000275,137,1.0
161200492,541,0.6006503731087834
8218996,182,0.6294092647683808
5900662,1811,0.12118087439862596
39926142,507,0.4269398383110758
219183495,137,1.0
120856972,137,1.0
215431567,137,1.0
220686748,409,0.38616424564935997
183447968,180,0.6447548106765983
93820322,170,0.7017751479289941
207538596,137,1.0
219316647,137,1.0
229173683,137,1.0
202855865,137,1.0
210471371,137,1.0
186005970,535,0.37848017081451923
116617692,137,1.0
223324639,360,0.4159702878365831
173042152,404,0.3263150136353586
217907689,137,1.0
167335402,137,1.0
12626414,153,0.8318713450292398
13717998,137,1.0
4994544,137,1.0
126998022,513,0.38224141081871343
192465426,151,0.8362030905077262
198734366,137,1.0
137768482,137,1.0
221958694,584,0.31043375079301677
225287724,390,0.5317909168808912
218242614,137,1.0
225611321,137,1.0
207608384,153,0.8318713450292398
222846545,137,1.0
233015894,137,1.0
4193895,337,0.3643669634025717
18382441,158,0.7645730871563331
227378801,137,1.0
215791226,137,1.0
219320959,160,0.7544025157232704
192140941,153,0.8318713450292398
217856665,1213,0.26119949175461654
215956136,137,1.0
219312808,137,1.0
160338602,137,1.0
227287722,137,1.0
149979832,359,0.4294206439364467
216187595,137,1.0
11872972,1374,0.17518136741970058
218572495,137,1.0
28278482,137,1.0
16190171,254,0.4837695683296505
206806749,137,1.0
206598883,267,0.49241080228661543
221165289,194,0.5919555579295978
178938602,552,0.37187984954890974
223044356,137,1.0
220962574,137,1.0
227444521,137,1.0
208117552,444,0.35077176499298396
185915186,474,0.3174815568103764
232732487,137,1.0
190427976,137,1.0
6045513,500,0.4128416833667335
14638921,137,1.0
214401868,137,1.0
185689933,137,1.0
225525590,137,1.0
215793495,137,1.0
215872355,137,1.0
218146687,137,1.0
193615746,153,0.8318713450292398
218505095,137,1.0
194381707,228,0.5464873637839092
9902996,143,0.9191372008273416
71482262,143,0.9232739091894021
219309975,137,1.0
219875228,137,1.0
220548003,137,1.0
217752488,339,0.5305196278647606
9652156,137,1.0
225500093,153,0.8318713450292398
215792581,137,1.0
83770322,137,1.0
32768992,137,1.0
215899104,137,1.0
223419366,137,1.0
226043889,137,1.0
211941374,137,1.0
183566364,88,1.0
36431872,88,1.0
102000142,113,0.686314791403287
205622291,88,1.0
2310683,289,0.3471981930026913
185266203,88,1.0
184040997,88,1.0
6298662,88,1.0
201022505,88,1.0
58539562,88,1.0
7398966,113,0.686314791403287
35429432,88,1.0
206361658,88,1.0
8744513,88,1.0
202164803,88,1.0
143924292,88,1.0
13849159,88,1.0
12250724,88,1.0
56561772,171,0.3690402476780186
10184307,88,1.0
189584508,88,1.0
11771032,88,1.0
200418463,88,1.0
198025377,113,0.686314791403287
34983592,88,1.0
183268010,185,0.35229142185663925
4612278,88,1.0
5861048,88,1.0
13832894,88,1.0
174732482,88,1.0
9020102,88,1.0
6642893,88,1.0
197691599,174,0.4143246295927181
39322832,88,1.0
12771542,88,1.0
55746782,167,0.5055190823172931
174031072,735,0.40614283860683237
122881762,88,1.0
8898275,88,1.0
208628458,88,1.0
62010092,88,1.0
5985520,1413,0.22677625208254393
64978672,88,1.0
9918706,88,1.0
120291572,88,1.0
69346552,88,1.0
204714239,97,0.8301116838487973
14643466,88,1.0
38039822,88,1.0
217563923,804,0.22195064527920794
184714020,107,0.7055193087638865
195299122,88,1.0
33162042,88,1.0
125708602,157,0.4122978931896129
5459777,88,1.0
30673232,125,0.5372903225806451
33721682,88,1.0
3634004,152,0.448065528058557
110855512,88,1.0
84790622,88,1.0
197581156,88,1.0
132266342,88,1.0
206448496,88,1.0
69179782,583,0.3743464601274366
6932365,325,0.31143399810066474
199029649,88,1.0
38942102,88,1.0
2170271,88,1.0
39391662,88,1.0
185792430,206,0.5090693819559555
183844788,88,1.0
112420792,792,0.27211750884317254
206572986,88,1.0
4560828,88,1.0
48454082,88,1.0
13684166,88,1.0
14334918,88,1.0
84206032,88,1.0
211432916,88,1.0
12974037,113,0.686314791403287
155278822,609,0.3171560366433325
187508199,88,1.0
212431847,88,1.0
33639402,88,1.0
60494832,88,1.0
78526962,88,1.0
8794617,88,1.0
172881402,88,1.0
55517692,309,0.3193166057243727
234684445,359,0.7455688520253342
182525952,283,1.0
509953,776,0.39571333555038246
183355392,372,0.6614787119960583
192452612,301,0.9022369878183831
60100622,283,1.0
217464856,520,0.6684081814139617
15446041,1542,0.16526738663306711
212512802,283,1.0
131098662,359,0.6870263456840074
94914602,436,0.590678055467679
6209579,314,0.8226531816609348
10604590,537,0.4153464520970566
70666292,301,0.9022369878183831
14307382,472,0.7695491021627262
54437942,605,0.3646653166219692
41685052,93,1.0
222517314,228,0.6776412396630342
208949319,1042,0.32663484284452604
141490252,283,1.0
194631761,507,0.6891035386018663
195481687,283,1.0
204427351,283,1.0
161587302,1173,0.3380250749951264
170602602,283,1.0
53121132,1020,0.26835228694029134
188504181,283,1.0
4169858,1455,0.18305326696824023
196309128,313,0.8494306545424757
3795081,363,0.7293883079920247
111779982,432,0.8767186560109994
85557392,761,0.45113078359499276
225593489,283,1.0
185870499,542,0.3985649098635164
191160484,283,1.0
105865382,285,0.4189276006918705
218816696,612,0.6377630157354813
190834875,367,0.6349816113518262
208429247,1075,0.319005673206011
207118547,1254,0.2515468457838349
203239640,389,0.664590676596083
225249498,794,0.44967140057365934
185194718,283,1.0
190505207,283,1.0
188147962,640,0.4043965179968701
82204922,506,0.4481665557860134
223445245,283,1.0
147071232,283,1.0
7643395,478,0.5089076603247283
195328266,504,0.5931711319385276
193749271,283,1.0
183345433,181,0.6427255985267035
192489759,283,1.0
211271973,504,0.5931711319385276
115489062,283,1.0
9648429,776,0.47011972065181246
190675248,570,0.5968118891252736
33016112,301,0.9022369878183831
11288886,357,0.7371195669278947
219318584,283,1.0
194099532,1110,0.29103242105947247
193681740,757,0.4574343167473947
12585301,770,0.4366642460270549
204544342,666,0.3525841631104789
216269148,478,0.28635211354087176
184019319,1410,0.246059526146505
185143689,389,0.664590676596083
66750862,283,1.0
124955032,413,0.5709936763910765
208892319,283,1.0
137601442,283,1.0
216727980,93,1.0
183056813,781,0.45098657211333265
215849394,300,0.6917502787068004
225546676,716,0.49781615033011684
198058424,283,1.0
206481851,1277,0.2266627062349796
85547452,839,0.3680025942919887
182630845,283,1.0
188166591,422,0.5957154596931251
214688193,722,0.479193640719069
14344641,150,0.7547203579418345
123279812,430,0.6542960915053938
195150281,818,0.3323148378138158
199801302,478,0.4438041104181469
223445463,283,1.0
183636449,283,1.0
199006708,729,0.5209944376611043
221735433,283,1.0
158505502,439,0.5226386245202359
198064675,612,0.6377630157354813
71854632,798,0.43828517341031376
108448302,625,0.5093589743589744
196926001,283,1.0
204239424,430,0.6542960915053938
149373512,283,1.0
102863442,519,0.5100467932837875
197724764,283,1.0
194187871,283,1.0
129133182,794,0.4332938399916143
80388742,473,0.5526570394524671
193874577,283,1.0
197913247,612,0.6377630157354813
222968479,283,1.0
182532772,473,0.5526570394524671
9917104,283,1.0
85437112,666,0.5608435503172345
191222460,283,1.0
204237509,732,0.5170251097007618
9448133,654,0.5791477584051028
186743497,283,1.0
150950602,556,0.3918270788774386
217160398,1093,0.312320494388198
219620057,283,1.0
219620059,612,0.6377630157354813
1164000,1124,0.28355827520970456
206600930,283,1.0
59351782,283,1.0
43463402,708,0.3491237743629084
194427633,283,1.0
213152508,432,0.8767186560109994
208431873,430,0.6542960915053938
198015745,283,1.0
208569099,1020,0.3445438626873713
152011532,692,0.5353805743539981
171914012,283,1.0
16790301,372,0.6550010144045445
143696682,543,0.5118074385163741
214883118,283,1.0
211585840,904,0.4139495683023158
44323642,612,0.6377630157354813
132809532,346,0.4163692720113931
206328636,283,1.0
201446209,903,0.3338710825948489
203303747,283,1.0
11387717,283,1.0
63392582,513,0.6801519858674464
200842069,423,0.5665355786360122
150950742,555,0.6014830715191726
7918427,228,0.6776412396630342
175655772,283,1.0
76743532,942,0.3474846066546182
199981939,811,0.41339605120945033
120681332,1050,0.2547387534613464
201257844,283,1.0
11975545,301,0.9022369878183831
215114617,283,1.0
199211904,283,1.0
204211075,876,0.43208871493803
153674632,968,0.3658242669242011
189596556,312,0.8508945502514634
178113422,456,0.4393194524773472
214729620,714,0.3887310885083346
14568344,778,0.5002894925774103
127214502,1278,0.20369287858010326
52175782,654,0.5791477584051028
184196021,541,0.45413842678168004
195767229,608,0.6210168646492673
73151432,493,0.574003529081944
207487949,709,0.3803040807056967
184406989,283,1.0
225412049,773,0.3819618068356246
184185824,576,0.4810205314009662
187866086,346,0.7404372958029656
41993192,495,0.7078804236698973
185967601,430,0.6542960915053938
37843962,283,1.0
4353024,710,0.3023222551103518
220722179,283,1.0
185367567,548,0.5385046504490318
203244569,1210,0.23115066751430388
216550429,909,0.3080089947320723
183381022,412,0.5902133087662108
232311841,612,0.6377630157354813
183430179,339,0.785114590424325
140225572,301,0.9022369878183831
63282212,817,0.40796673626610985
198128679,530,0.62299818097514
190557229,685,0.48235796303410594
153168942,484,0.5146039731019968
137180212,181,0.6427255985267035
135113782,1149,0.29338191367739863
126960742,93,1.0
14486634,1178,0.34331189334918133
185173098,473,0.5526570394524671
157248622,824,0.3518414750675365
223413360,283,1.0
122440832,283,1.0
161055882,471,0.4882504404390839
200893593,283,1.0
47572122,802,0.4204905962310205
1920154,283,1.0
204367008,402,0.6368283271919704
142396592,283,1.0
203295931,283,1.0
217599165,93,1.0
170208462,612,0.6377630157354813
195470542,339,0.785114590424325
120171732,797,0.4771694104146832
159263962,584,0.6087607791536456
182314202,386,0.6570890249646726
162731242,845,0.4393421015732354
213474544,120,0.6512605042016807
209243381,498,0.4489911355684307
46486792,1642,0.1744405872358808
138867992,1177,0.2476592166178281
188972315,693,0.44243842220720836
207928612,283,1.0
184251699,783,0.4418575026212384
121431352,674,0.5570389901279095
108490052,301,0.9022369878183831
145868102,737,0.3801803728393605
204533070,389,0.664590676596083
190930255,454,0.8176230903132324
202059088,814,0.35887044374129246
195145042,570,0.40103598187031725
71912792,709,0.5149450566963895
30145882,183,0.6153245661442382
204244320,789,0.465866321823551
197737828,692,0.5353805743539981
170786152,652,0.47658628066306674
231779693,283,1.0
220421489,306,0.42445087324547304
176366962,612,0.6377630157354813
158793082,1237,0.26755408350404075
210769280,283,1.0
211312007,283,1.0
37854602,419,0.6098936862660013
168261002,446,0.5382072857358795
195806604,448,0.46895973154362414
175383952,283,1.0
75873682,1214,0.26075695614913125
12307860,1152,0.25941813881648806
230884769,612,0.6377630157354813
201680292,400,0.6147243107769423
198319524,283,1.0
186009000,283,1.0
203038123,283,1.0
220644780,283,1.0
181859762,283,1.0
23090611,495,0.5593424119739909
200750517,507,0.6624412376920739
198063541,612,0.6377630157354813
189900217,963,0.355308579607645
102344122,339,0.785114590424325
182527419,283,1.0
126066112,1462,0.16484221308981067
132642242,283,1.0
55029192,927,0.2908986698539845
211551704,283,1.0
152077792,360,0.6974620860414732
119664102,387,0.6125905396901903
120303082,677,0.5419751252043037
163597802,432,0.5280463177794964
208987635,643,0.5931842075938819
132603382,283,1.0
216466935,283,1.0
232611325,612,0.6377630157354813
211596798,301,0.9022369878183831
9358849,754,0.47531888361672675
184268293,454,0.5046143672627904
111701512,387,0.6793589589107122
209223183,646,0.4291357669138647
189558288,283,1.0
211531285,355,0.7097795814434631
211551769,675,0.5488515221452906
187817509,283,1.0
204439081,505,0.5159044475876159
80711212,283,1.0
14044727,578,0.44905339034380193
192542264,1225,0.262734427104175
203818557,965,0.34365016232021156
8226371,442,0.5400108761453299
117370442,444,0.5832265674252131
230811214,283,1.0
195018326,797,0.4771694104146832
12346968,612,0.6377630157354813
101490272,283,1.0
193185381,409,0.5498585742365406
7816806,994,0.34158019618212804
188094055,283,1.0
214873705,473,0.5526570394524671
207978090,472,0.48723415740041026
198332016,400,0.6147243107769423
219874928,339,0.785114590424325
132402812,283,1.0
214759042,700,0.4779930512977723
8273538,1154,0.28680813069965927
11804293,670,0.4127122236351873
204412550,803,0.4001422346996767
35399302,762,0.2982917214191853
233590417,654,0.5791477584051028
198016657,283,1.0
182072982,283,1.0
13772465,321,0.7949182242990654
216856245,283,1.0
204891834,456,0.599026412184307
189068987,502,0.4775468982354017
182372032,754,0.33819452517075815
194746048,389,0.664590676596083
217290442,339,0.785114590424325
13606604,1161,0.25688912649618345
184547023,1331,0.2563519994576976
197981907,538,0.5076876215793372
215910105,419,0.6357584131733108
184389351,973,0.3717639644897838
168486642,283,1.0
87420672,283,1.0
8820481,703,0.37512816460184883
119047942,360,0.6974620860414732
7534345,907,0.35175517376500165
193013525,283,1.0
5216038,304,0.8724379016849053
185364265,283,1.0
7460656,283,1.0
195485488,283,1.0
211844922,1066,0.2895172158655498
224978753,690,0.41144696157001326
218142535,283,1.0
71851852,1503,0.2190922194669693
216962893,728,0.33956346267212845
216364877,283,1.0
195329871,621,0.5692639343410731
152606552,862,0.3034350065078377
197424987,357,0.7371195669278947
117434212,494,0.715597309704281
156522342,266,0.4066392396084551
220624758,1186,0.2228033100661017
118556542,701,0.5497411860607295
200421248,283,1.0
185194375,283,1.0
83117962,283,1.0
59013012,656,0.31320052131819026
183103381,93,1.0
38852502,367,0.6349816113518262
223258519,283,1.0
187439000,454,0.5502231817253552
222519202,93,1.0
11581354,283,1.0
198109099,283,1.0
96827312,360,0.6974620860414732
9162674,623,0.45843935319711177
182626228,1370,0.2036768273501357
207198134,369,0.32599858607281723
191272888,283,1.0
145088452,283,1.0
172429262,597,0.40272953132553146
129003472,767,0.43685853465912766
222402513,121,0.7494490358126722
215685076,389,0.664590676596083
129810402,612,0.6377630157354813
116842472,325,0.7993732193732194
40845292,787,0.4351888674419883
207185905,1012,0.3242005919079845
190398453,283,1.0
187353081,704,0.5229333699728437
181669882,283,1.0
200114206,26,1.0
3949436,1377,0.13429937004948406
9137040,26,1.0
174311572,137,0.7263847144697295
204115611,26,1.0
13172898,26,1.0
154401702,26,1.0
197867050,26,1.0
5533997,26,1.0
194977596,57,0.49874686716791977
139502142,26,1.0
209561534,26,1.0
148151872,26,1.0
191457218,137,0.7263847144697295
201281092,137,0.7263847144697295
103505862,26,1.0
11696972,90,0.5041198501872659
192388220,26,1.0
192556248,26,1.0
94791642,26,1.0
63946212,26,1.0
193393772,65,0.5177884615384616
210326637,26,1.0
192023285,26,1.0
189554684,26,1.0
198934397,26,1.0
31384062,32,0.7157258064516129
200769567,28,1.0
158336642,28,1.0
202101762,28,1.0
6999561,28,1.0
12488972,103,0.6162193032552827
183793165,166,0.7181453085067543
8184975,90,0.42272159800249687
187315471,28,1.0
77956882,59,0.510812390414962
198581397,28,1.0
163627542,99,0.608534322820037
82255382,28,1.0
12442522,28,1.0
198632740,28,1.0
6957608,194,0.7521499919876075
21165611,28,1.0
196543277,310,0.6761039774506733
193769021,28,1.0
178633662,28,1.0
9262917,28,1.0
212431440,389,0.45170010335780353
25551312,28,1.0
193850454,28,1.0
182520156,78,0.5354645354645354
5790812,374,0.35983713495147024
193411935,28,1.0
9453674,28,1.0
109854202,132,0.41869072403423546
183019388,28,1.0
13631520,40,0.6448717948717949
143846922,31,1.0
62614032,399,0.4837218674827773
183225365,9,1.0
225497112,31,1.0
154683162,31,1.0
215795752,9,1.0
10552109,31,1.0
60708922,251,0.8672828685258964
215241794,235,0.7718494271685761
61105992,31,1.0
202560585,31,1.0
210021985,31,1.0
196515694,370,0.5603896579506336
2513267,31,1.0
100064382,88,0.5611285266457681
87277442,31,1.0
106513552,795,0.23856280595028753
85547152,177,0.6902927580893683
194360984,31,1.0
196907167,334,0.8394202585819353
232528557,31,1.0
42954682,170,0.7433344935607379
2201276,42,0.6469221835075494
220062140,9,1.0
4720318,1032,0.2535827337047647
7637692,31,1.0
12296639,31,1.0
127601602,935,0.23207869092741243
128461512,371,0.47225176659138923
183602124,9,1.0
211609296,68,0.5039508340649693
195348433,31,1.0
183325913,31,1.0
211917547,9,1.0
6223085,9,1.0
96448242,9,1.0
235689203,552,0.5944001683368841
226754592,344,1.0
238673923,344,1.0
211015692,344,1.0
191854606,344,1.0
190070818,344,1.0
221415461,344,1.0
199413810,344,1.0
225536054,344,1.0
192729145,344,1.0
228046911,344,1.0
236501055,344,1.0
235991116,344,1.0
36925522,478,0.5983614466285975
222705750,344,1.0
157814872,380,0.829648659908346
203788382,344,1.0
211114082,344,1.0
227588227,740,0.37487473942142413
208103559,344,1.0
183060625,344,1.0
221614251,344,1.0
188195004,516,0.551907879882592
227993789,344,1.0
207360195,344,1.0
227725507,344,1.0
188156108,344,1.0
235573456,344,1.0
187408594,344,1.0
188313814,344,1.0
206465240,344,1.0
220688601,344,1.0
202692831,344,1.0
189026535,508,0.5681871127055863
232030443,344,1.0
228002034,344,1.0
215478531,344,1.0
195576085,344,1.0
222232854,344,1.0
216580388,344,1.0
201687334,344,1.0
206844200,344,1.0
184969514,344,1.0
209959225,344,1.0
224801084,344,1.0
230033725,344,1.0
237234509,344,1.0
221675855,344,1.0
226132305,344,1.0
217534802,344,1.0
195815764,344,1.0
189829465,344,1.0
186423657,344,1.0
229380457,344,1.0
227752299,344,1.0
98296172,344,1.0
226273646,344,1.0
202105224,344,1.0
199430546,344,1.0
201326996,363,0.9006438062188941
160655772,344,1.0
210577827,344,1.0
232825253,344,1.0
232300966,344,1.0
230269351,344,1.0
234643882,462,0.6219586631734138
234322361,344,1.0
112824762,344,1.0
213070283,344,1.0
234531281,344,1.0
203213274,344,1.0
207575532,344,1.0
219054579,344,1.0
187734517,448,0.6236816874400767
190263816,344,1.0
231467529,344,1.0
216459786,344,1.0
9708043,404,0.7479546962140383
8655376,344,1.0
92701202,344,1.0
224016925,344,1.0
219693599,344,1.0
189114915,344,1.0
195162670,344,1.0
205486647,344,1.0
196397630,344,1.0
199959120,344,1.0
191146587,344,1.0
213019229,344,1.0
184216179,344,1.0
210315891,344,1.0
220232311,344,1.0
149568122,585,0.5225207821098232
223947407,344,1.0
227297938,344,1.0
149375642,344,1.0
188605089,344,1.0
217578146,344,1.0
206582438,344,1.0
174727852,344,1.0
220017329,344,1.0
196713152,344,1.0
187022018,344,1.0
234599113,344,1.0
191187658,344,1.0
228764362,344,1.0
230394572,344,1.0
210428629,344,1.0
217488086,344,1.0
236313302,478,0.5983614466285975
225139423,449,0.6418628698695514
206713570,344,1.0
221514468,344,1.0
236892909,344,1.0
192860918,344,1.0
197954294,344,1.0
112593672,344,1.0
194165519,421,0.7013912453342382
228672276,344,1.0
239371029,344,1.0
238340891,344,1.0
169743132,350,0.96625460499386
232809247,344,1.0
213222177,344,1.0
227263266,344,1.0
11014949,344,1.0
209206068,344,1.0
217879364,344,1.0
206748488,571,0.4750422465972286
68500302,782,0.5118167736949482
175661902,344,1.0
11995995,491,0.5812876678166174
226468703,344,1.0
232592240,344,1.0
229755766,344,1.0
224267130,344,1.0
194747261,344,1.0
224207742,456,0.6312126470021207
192033663,904,0.40866482423387135
224072583,557,0.527620991178332
1000328,344,1.0
84263822,344,1.0
163576732,344,1.0
188289956,344,1.0
75822022,344,1.0
228953032,344,1.0
237417427,344,1.0
216892372,779,0.3819873214291607
220648421,344,1.0
220916721,344,1.0
231246833,344,1.0
157778932,344,1.0
208817148,344,1.0
237095934,344,1.0
222626824,344,1.0
194778122,344,1.0
218389515,344,1.0
229080074,344,1.0
108862482,344,1.0
228744215,344,1.0
233079831,344,1.0
208983065,344,1.0
159056922,344,1.0
27157532,898,0.4048486293087823
197733414,344,1.0
227281960,344,1.0
203287596,344,1.0
219442226,552,0.5313921986375233
229637176,344,1.0
195525689,344,1.0
232309819,647,0.5040266818514602
230102084,344,1.0
229387336,344,1.0
238840904,344,1.0
222295128,344,1.0
217760858,344,1.0
212554858,344,1.0
235486318,344,1.0
233835631,344,1.0
234929266,364,0.8959979414524869
27536502,413,0.7219845318413691
232676485,585,0.5225207821098232
198585480,344,1.0
212067480,344,1.0
223460528,344,1.0
195794101,344,1.0
191186119,344,1.0
141520072,344,1.0
9417930,344,1.0
110673102,344,1.0
154193102,456,0.6312126470021207
215602387,344,1.0
100666582,344,1.0
226022617,344,1.0
196457692,344,1.0
228467938,344,1.0
193432808,344,1.0
219206888,344,1.0
6515953,809,0.36613775716261365
229727497,344,1.0
196076811,344,1.0
216046860,472,0.590197560185685
218666252,344,1.0
227796243,344,1.0
230552867,344,1.0
218285349,344,1.0
218252590,344,1.0
207103295,567,0.47364157022578696
215661890,344,1.0
185673028,344,1.0
190762309,344,1.0
190430542,344,1.0
215598422,344,1.0
101127512,344,1.0
233954649,344,1.0
182967642,344,1.0
185953628,344,1.0
220226916,344,1.0
215969136,344,1.0
227667313,344,1.0
234364278,344,1.0
216739198,344,1.0
229432708,344,1.0
223391113,344,1.0
50597272,344,1.0
183645592,344,1.0
196967834,472,0.607866421965526
218426780,344,1.0
204645789,344,1.0
31415712,344,1.0
238507426,344,1.0
202182052,344,1.0
204307877,579,0.41515319934740125
217656750,344,1.0
220009905,344,1.0
230108593,344,1.0
43204022,344,1.0
195358137,344,1.0
190266815,344,1.0
224204230,344,1.0
196490698,344,1.0
229959116,344,1.0
150154702,344,1.0
225289681,344,1.0
135208402,344,1.0
227032530,344,1.0
151283182,344,1.0
234829316,344,1.0
228300304,344,1.0
215057946,487,0.5853085574737411
236015133,344,1.0
162567712,344,1.0
227511840,344,1.0
88301092,344,1.0
236619303,344,1.0
185212477,344,1.0
199265859,344,1.0
209387077,344,1.0
237182533,344,1.0
61871692,344,1.0
237645388,344,1.0
210976335,344,1.0
200801878,344,1.0
218424925,344,1.0
216464993,344,1.0
194031204,423,0.6966824644549763
231507567,344,1.0
27465332,380,0.829648659908346
206235259,344,1.0
146488962,344,1.0
210697859,344,1.0
9191050,344,1.0
210267787,344,1.0
113235602,344,1.0
204037791,344,1.0
210994848,344,1.0
48561832,344,1.0
204420780,344,1.0
202702514,344,1.0
188630710,344,1.0
229238477,344,1.0
196515534,344,1.0
217865936,344,1.0
217519828,344,1.0
191088348,344,1.0
188516061,344,1.0
43237102,1167,0.289286128981526
8689400,344,1.0
13616894,344,1.0
226139905,380,0.829648659908346
222686978,344,1.0
224063247,344,1.0
192962326,344,1.0
217577250,344,1.0
226905891,344,1.0
217935656,344,1.0
239124265,344,1.0
208426796,345,0.9942028985507246
190601005,344,1.0
215596844,344,1.0
225052466,344,1.0
225236789,344,1.0
217556791,344,1.0
174194492,344,1.0
215859006,344,1.0
183390016,344,1.0
175767372,344,1.0
13479760,344,1.0
227958621,344,1.0
207066974,344,1.0
235913068,344,1.0
227143535,344,1.0
189069191,344,1.0
102928292,760,0.48331253033770194
223154086,344,1.0
238813096,344,1.0
234500011,344,1.0
220379060,344,1.0
148381622,344,1.0
203038652,344,1.0
217919420,344,1.0
232251326,344,1.0
