,degree,cc
197436526,19,1.0
221073007,19,1.0
195839475,19,1.0
201593459,19,1.0
235481084,147,0.6258503401360545
192184367,49,1.0
97190912,49,1.0
199981057,49,1.0
37159942,49,1.0
112665362,49,1.0
192921620,49,1.0
6297372,49,1.0
199682848,49,1.0
185020970,49,1.0
235695658,137,0.45255474452554745
120187692,116,0.508695652173913
108208182,49,1.0
107414072,49,1.0
189054264,49,1.0
40161872,49,1.0
103572562,49,1.0
108456532,49,1.0
232296532,49,1.0
2559067,49,1.0
144519772,49,1.0
11303266,49,1.0
123751012,49,1.0
158368872,49,1.0
53416812,49,1.0
226369649,49,1.0
212040826,49,1.0
58394242,49,1.0
173897112,49,1.0
10085785,49,1.0
4163995,49,1.0
134226332,49,1.0
182589341,49,1.0
134397342,49,1.0
3926175,49,1.0
97872562,49,1.0
42879412,49,1.0
204629686,49,1.0
144538042,49,1.0
95747262,49,1.0
130453442,49,1.0
193382338,49,1.0
3177159,49,1.0
183733707,49,1.0
50831312,49,1.0
114908112,49,1.0
82175972,49,1.0
230801644,49,1.0
157273592,49,1.0
88666622,257,0.6906614785992218
210436146,145,1.0
14116864,145,1.0
12522497,543,0.4043954251697213
206346283,145,1.0
204479532,365,0.6538311004064429
128584752,145,1.0
204419131,488,0.3251169757969502
3562568,341,0.5152320165602898
208813129,145,1.0
53788772,458,0.5037696004892358
209944678,145,1.0
98818162,252,0.48001644216783657
219201662,365,0.6538311004064429
192828547,145,1.0
142141572,145,1.0
13225103,298,0.3731498429485007
12205207,328,0.48015961810994257
50540702,145,1.0
200513700,145,1.0
6013130,286,0.4355784566310882
132811992,145,1.0
102323422,523,0.6845930126077815
210903264,176,0.7338311688311688
12995813,145,1.0
201994495,540,0.6514601800316085
110062852,242,0.5255306745310517
14948621,363,0.5547996286318737
118057232,145,1.0
208431390,497,0.5104579087427793
40152352,370,0.41983446861495644
208011554,359,0.5891909556340549
202978621,871,0.4117423492616493
23897412,520,0.4966651845264562
222503242,145,1.0
195136851,591,0.6119705182253578
118234452,450,0.4931155654540955
183029100,302,0.6613935886999186
163380592,145,1.0
138972532,145,1.0
110999952,365,0.6538311004064429
208430481,639,0.5461021089967181
208259475,145,1.0
49863072,359,0.5891909556340549
204624290,145,1.0
105170352,270,0.4758364312267658
232236473,145,1.0
191998409,729,0.4642706401965661
222214601,145,1.0
35949012,145,1.0
182058452,145,1.0
14248408,592,0.3306637856130242
194426354,595,0.5549217666864725
222467575,540,0.6514601800316085
13141514,365,0.6538311004064429
66002442,145,1.0
158283282,410,0.4161607728546723
120761882,678,0.34640505788595355
157508122,359,0.5891909556340549
218625584,450,0.4931155654540955
208430646,1017,0.3420841753187931
4611657,695,0.4811809342151639
126309962,580,0.37702340539574775
198023758,672,0.5454634163650557
73895512,1076,0.2330353592115501
77148762,838,0.4042508903545165
22315611,343,0.44954222290419926
183367265,222,0.5998124821654234
225437286,145,1.0
3232380,145,1.0
201309823,175,0.7590147783251232
227267206,145,1.0
232100489,499,0.7287184811389847
199665292,928,0.3408078525462188
48545422,547,0.6397599962499414
11024026,284,0.5028119245508386
214275739,703,0.5020891336680811
9363105,450,0.4931155654540955
9713320,145,1.0
182501037,492,0.48630636000861027
194426544,544,0.3955151121221969
225233607,145,1.0
148793032,145,1.0
196976333,251,0.5892270916334661
81217232,365,0.6538311004064429
33825492,145,1.0
7981818,587,0.366344750597415
97340162,145,1.0
191106824,762,0.45323703788012043
195665672,675,0.5332937685459941
186040094,668,0.5127032292237115
145088312,145,1.0
107307852,302,0.6613935886999186
114731852,145,1.0
188747610,302,0.6613935886999186
107914102,145,1.0
217829252,425,0.3904550499445061
218118021,145,1.0
181558152,145,1.0
139811722,499,0.7287184811389847
187199378,172,0.7406500747994016
211231637,591,0.5793283432275087
199570331,386,0.42170782585290356
9524129,499,0.7287184811389847
3098530,145,1.0
229694377,543,0.4098183523271697
189316019,499,0.7287184811389847
204914631,941,0.36413503063739344
33828812,418,0.5276123598728673
70216662,382,0.5367247942174768
222495708,499,0.7287184811389847
163173352,163,0.8076194804211164
125459442,145,1.0
206240756,832,0.440418749421457
8111102,499,0.7287184811389847
101056562,232,1.0
199547904,232,1.0
140274692,1062,0.2877735001091604
127757322,279,0.7286299992264254
199925777,550,0.324060274879947
228303901,232,1.0
66111522,232,1.0
217193511,232,1.0
197815339,232,1.0
154718262,232,1.0
214060088,232,1.0
236686393,232,1.0
198687809,232,1.0
216527939,232,1.0
226331718,482,0.4395493482630412
222785613,232,1.0
221590611,306,0.6393871209686061
215574627,232,1.0
190989417,232,1.0
225206383,232,1.0
210588784,232,1.0
204152954,232,1.0
218430591,426,0.4763766915216791
104382592,232,1.0
227143825,232,1.0
141014162,323,0.6101571063207892
184580248,232,1.0
220658842,241,0.9311549100968188
222620828,232,1.0
204823710,232,1.0
188534952,642,0.2757665446804788
201853103,372,0.5482566733327536
213818548,377,0.4933404819685084
217962677,232,1.0
202112182,232,1.0
189823170,232,1.0
229546184,277,0.7233558311097159
205567177,377,0.5859529318810317
218470601,232,1.0
217458903,232,1.0
235424983,232,1.0
209641693,232,1.0
210029801,232,1.0
144171242,232,1.0
218975482,624,0.5536280199201548
195356933,232,1.0
225793287,232,1.0
29969672,232,1.0
13510929,438,0.5163370009299604
135964952,232,1.0
189436186,465,0.5625509825732296
70532382,232,1.0
104299812,232,1.0
221199658,232,1.0
228122937,299,0.666270117393549
200493376,598,0.3971641933188798
222537028,232,1.0
205576520,513,0.3937317251461988
197313876,232,1.0
237153627,232,1.0
8286556,238,0.950643548558664
182565218,465,0.5625509825732296
193014115,232,1.0
151199082,232,1.0
230614380,282,0.7149239039903081
13338993,232,1.0
120437112,232,1.0
119230842,232,1.0
215787900,232,1.0
229595517,420,0.41876349585180134
109629822,232,1.0
213603718,232,1.0
204153227,587,0.43542394660185707
208359820,299,0.666270117393549
220316045,232,1.0
228205967,232,1.0
129023382,232,1.0
158738852,232,1.0
158743972,232,1.0
226981293,232,1.0
228625838,539,0.5124593940313537
238176688,232,1.0
218388916,232,1.0
226698676,232,1.0
232171964,232,1.0
219594175,232,1.0
220831181,425,0.517935627081021
95986132,347,0.5727374190001833
192668123,570,0.3804273425215059
188045791,232,1.0
113362402,624,0.5536280199201548
9999847,785,0.4418822305992461
221099499,232,1.0
218349039,465,0.5625509825732296
205174256,414,0.46094910575382203
216746481,232,1.0
202664443,311,0.6274245410227155
101848572,232,1.0
170909182,232,1.0
118495742,232,1.0
229386751,232,1.0
222794245,232,1.0
187870739,232,1.0
181199382,232,1.0
192629270,232,1.0
217729574,232,1.0
192790056,232,1.0
200809000,232,1.0
224031272,232,1.0
225391149,232,1.0
222000686,232,1.0
222806574,232,1.0
223648309,232,1.0
221471291,303,0.6467335475269381
225476196,232,1.0
214659685,232,1.0
203611756,232,1.0
220429934,232,1.0
220783219,232,1.0
229506679,232,1.0
217714304,574,0.46222887060583395
221864583,232,1.0
220643980,232,1.0
183896718,232,1.0
224163473,232,1.0
216740504,232,1.0
86004402,454,0.41256041466094856
219831987,232,1.0
219336374,275,0.748347710683477
166927032,244,0.9080820346758416
219943617,465,0.5625509825732296
209014467,513,0.4737908138401559
15022801,377,0.5859529318810317
223174354,232,1.0
210772695,232,1.0
192227033,232,1.0
217729762,232,1.0
188151523,292,0.6692086805065198
173039332,232,1.0
225449702,232,1.0
221101808,232,1.0
14488312,337,0.5642927794263106
225020670,232,1.0
103151362,232,1.0
14674691,530,0.44890680172629027
45137672,232,1.0
217506572,232,1.0
227537676,232,1.0
200772374,306,0.6393871209686061
85188382,232,1.0
148683552,794,0.25748599998094157
103192352,369,0.4909567573936609
206327594,465,0.5625509825732296
223024938,232,1.0
49130302,232,1.0
17430341,465,0.5625509825732296
9496394,232,1.0
218489682,232,1.0
228236122,232,1.0
227843931,232,1.0
115884892,232,1.0
192809837,232,1.0
131194742,482,0.4395493482630412
224142203,232,1.0
235365244,232,1.0
205551607,232,1.0
113623962,232,1.0
230530972,232,1.0
197691296,232,1.0
90131362,468,0.42730467248668536
7201703,232,1.0
225402801,232,1.0
230157235,232,1.0
220777396,232,1.0
203357112,465,0.5625509825732296
87595972,232,1.0
215659468,232,1.0
195379159,232,1.0
4142046,232,1.0
222908387,232,1.0
226402285,347,0.5727374190001833
184612847,232,1.0
221147127,232,1.0
209824760,685,0.3595082597003458
233426938,553,0.4889207746940273
188156923,232,1.0
21561411,159,1.0
143979532,159,1.0
157759502,159,1.0
208815131,447,0.5922994351982825
222852128,159,1.0
224974882,159,1.0
186774568,159,1.0
173065292,407,0.4191549363963157
9540693,159,1.0
7350360,159,1.0
11744346,159,1.0
26715232,405,0.46187507639652853
205430882,159,1.0
10613868,176,0.8262987012987013
193986670,159,1.0
145280112,159,1.0
202365041,159,1.0
10442893,159,1.0
182984850,159,1.0
190032023,159,1.0
212855960,159,1.0
12380314,159,1.0
191138978,159,1.0
220628136,159,1.0
184642731,247,0.5148941772818538
222180532,159,1.0
34297032,159,1.0
227673289,159,1.0
16934091,611,0.29627860803305517
216233171,410,0.5331385294293041
216265943,447,0.5922994351982825
224497884,159,1.0
219103454,447,0.5922994351982825
129276132,159,1.0
204469482,159,1.0
64687362,252,0.48713084171251503
188945672,737,0.31219765795528287
12004617,159,1.0
204030229,159,1.0
229453082,159,1.0
4780315,159,1.0
37465372,159,1.0
135164192,230,0.607632428327321
204675380,159,1.0
53781822,238,0.5162216785448357
45627722,159,1.0
196267339,328,0.34789662116804654
218309967,226,0.5897738446411013
170831192,159,1.0
8014170,159,1.0
183292252,245,0.5439946470391436
209504613,159,1.0
28245362,610,0.518280438235215
104146292,159,1.0
192696692,159,1.0
3027320,159,1.0
207109503,159,1.0
225850752,159,1.0
232917376,159,1.0
209949065,159,1.0
215307667,159,1.0
223708566,159,1.0
20967851,159,1.0
11947438,159,1.0
234911174,159,1.0
185548235,159,1.0
69320152,159,1.0
129399262,159,1.0
190761456,672,0.46238290398126464
236166655,159,1.0
161244672,159,1.0
215994880,159,1.0
6013448,623,0.4061614529839538
77012492,159,1.0
89572882,521,0.3514985973719179
212683284,543,0.3731354440616229
60771862,405,0.46187507639652853
12927516,190,0.7317738791423002
3465757,159,1.0
13109793,819,0.306136949168734
179275302,346,0.5372036525090056
225277484,447,0.5922994351982825
198296120,159,1.0
154748482,159,1.0
143753802,159,1.0
223571537,159,1.0
194909793,159,1.0
181692002,387,0.44111070945629327
13793898,447,0.5922994351982825
11596414,159,1.0
11573887,159,1.0
9602688,159,1.0
209629822,159,1.0
208770701,159,1.0
220104334,159,1.0
208376463,159,1.0
10219152,159,1.0
206442144,159,1.0
143998632,159,1.0
74386112,159,1.0
8145604,159,1.0
55694052,159,1.0
20738801,180,0.8015518311607697
35440372,159,1.0
228287222,159,1.0
10323710,159,1.0
212112128,159,1.0
144741122,159,1.0
193045259,159,1.0
188394252,159,1.0
13608723,159,1.0
13978388,497,0.5048273512039981
28445462,159,1.0
9242404,159,1.0
210338613,159,1.0
13744952,159,1.0
6007611,159,1.0
224449342,482,0.5160238438246737
9964353,159,1.0
86415172,159,1.0
5442384,159,1.0
93579092,230,0.607632428327321
10382166,159,1.0
11562849,332,0.4305681942270593
208453472,159,1.0
13576044,159,1.0
68520812,159,1.0
7528310,159,1.0
200847239,159,1.0
4096912,159,1.0
8854423,159,1.0
182546337,159,1.0
14450607,159,1.0
229713850,159,1.0
201744319,159,1.0
74318802,159,1.0
220496862,159,1.0
10232803,159,1.0
220504036,159,1.0
42628092,159,1.0
16384071,37,1.0
217027080,62,0.5272342675832893
191331106,37,1.0
228125989,352,0.7612017612017612
215256873,353,0.4618851403553953
195695659,234,0.7353728770037783
16624181,37,1.0
57398582,694,0.15705843947918877
13630522,37,1.0
391739,37,1.0
225844544,37,1.0
196694851,37,1.0
145147462,37,1.0
86834002,37,1.0
225972051,37,1.0
211769963,103,0.5551113649343232
185476720,49,0.6224489795918368
17106811,150,0.6505592841163311
233001342,43,0.7563676633444075
208736126,37,1.0
9799039,37,1.0
234154899,37,1.0
76644252,37,1.0
225509283,340,0.8139857712996703
200171427,170,0.26411416637660984
76737192,37,1.0
227344299,37,1.0
16248001,37,1.0
119612112,37,1.0
13367768,37,1.0
204608732,37,1.0
205173724,37,1.0
222239470,323,0.22137184393208084
187334729,169,0.6313045928430544
27929612,109,1.0
79866892,109,1.0
194863118,162,0.6754850088183422
145524752,146,0.6468587623996221
30936082,289,0.5575259515570934
224918562,77,1.0
183448618,132,0.5203562340966921
84227122,162,0.6754850088183422
7874618,109,1.0
11314237,12,1.0
8328261,77,1.0
199874643,77,1.0
96956502,77,1.0
189918301,116,0.8889055472263868
21656671,197,0.48663627887703303
6160486,996,0.18561683921616112
99979372,109,1.0
152815742,109,1.0
209340564,191,0.5181592725268669
9299101,244,0.5061728395061729
15575201,507,0.3635739956810191
186214562,77,1.0
230185128,467,0.7423422264293132
13155502,497,0.303401051470111
191242418,109,1.0
191190202,109,1.0
232236219,82,0.9021379102679916
72768702,109,1.0
97756362,77,1.0
204254423,229,0.5186930207615108
185407708,560,0.26691796575517507
182872288,109,1.0
9090284,221,0.3523241464417935
184996090,109,1.0
147442982,109,1.0
7005487,77,1.0
8736052,239,0.5171759080201118
183749942,422,0.4794384843129088
234709314,77,1.0
12437829,337,0.3738695775045923
58496332,117,0.8769525493663425
200470862,109,1.0
9470306,214,0.32920889824930893
114279782,1164,0.23442453897817292
194629997,357,0.4352752336889812
206922099,298,0.584186382844101
214078851,373,0.4171639424601459
183811463,148,0.6184960470674756
184130984,109,1.0
12539308,204,0.5212498792620497
221408698,109,1.0
204795329,415,0.3285722600547116
4389320,162,0.6754850088183422
188691936,128,0.7485236220472441
8228323,698,0.41877798012768597
187913704,359,0.6039588552932572
190081515,77,1.0
215478767,109,1.0
15545871,493,0.6882864163327231
97734162,166,0.5415845198977729
170209812,1151,0.19299210516375176
234376726,77,1.0
196687395,111,0.9642915642915643
186712622,88,0.792319749216301
10108476,138,0.6944885221622765
184259142,124,0.7970102281667978
4319828,529,0.3042690611216131
10660451,141,0.43232016210739616
207538791,594,0.28680282305914684
221553263,276,0.42566534914361004
180798072,109,1.0
199842432,298,0.584186382844101
205480583,12,1.0
60195472,1120,0.2555933231201328
69167772,109,1.0
191776415,372,0.2850186940266064
196784803,77,1.0
44656302,109,1.0
194015936,130,0.4293381037567084
58950342,506,0.6720306813290025
7980746,162,0.6754850088183422
220174036,229,0.5186930207615108
5860067,109,1.0
222981893,226,0.4413372664700098
208330517,146,0.6468587623996221
200595234,77,1.0
230666029,109,1.0
187271983,269,0.3667258503023914
45223732,77,1.0
193175352,109,1.0
230339390,109,1.0
202383180,12,1.0
223738717,786,0.43385358422067716
65931112,77,1.0
189490034,77,1.0
203322230,109,1.0
194484091,77,1.0
192235411,162,0.6754850088183422
128418722,109,1.0
13452195,220,0.4585305105853051
8667049,248,0.3813830481911976
223354802,109,1.0
130952122,374,0.41187939957850067
137230272,1010,0.3030213229449803
232583106,109,1.0
198190019,85,0.5425770308123249
225628115,77,1.0
223686613,109,1.0
193286122,83,0.8662944460769909
199371759,294,0.6551972324766084
139428852,294,0.6551972324766084
30179402,141,0.62016210739615
147690502,105,0.5386446886446886
212417557,52,1.0
203352101,211,0.5049875874520424
57907252,604,0.38062447146167616
89861182,459,0.796034668112757
177418312,582,0.5803715598772113
102815822,550,0.6083126345421428
227251282,592,0.6394624319751223
170381402,297,0.4438984438984439
83781722,268,0.565179719380625
185115740,52,1.0
121723022,650,0.5314590494251511
204820623,90,1.0
14387362,510,0.6919912169189877
217122985,118,0.6681153121831088
203855034,52,1.0
137111742,289,0.7115772779700116
204129504,316,0.7521599357042394
206798063,91,0.5677655677655677
31758582,52,1.0
186325239,52,1.0
183248122,859,0.395961043225304
183134483,52,1.0
194062612,521,0.6425586889118559
201085242,681,0.49509372030750626
16503121,447,0.8209086987490093
12748125,143,0.49640500344725697
9590115,52,1.0
139365752,52,1.0
212901249,643,0.5485724529197734
7002516,175,0.6551067323481117
60802462,762,0.4513849369354455
210263467,90,1.0
116172212,90,1.0
67315132,440,0.34092979913025473
184218072,90,1.0
198749662,52,1.0
13039076,90,1.0
57169392,891,0.40551078828232384
110078452,417,0.9170471315255488
144849402,90,1.0
111917572,656,0.41156674734686277
217503247,52,1.0
10316308,52,1.0
10083866,511,0.6711407850811557
148533792,52,1.0
187904554,672,0.5042358597686466
195285548,437,0.8302962232066005
183923263,294,0.7555896078567946
210938433,134,0.6713051284928739
197727816,510,0.6919912169189877
135965262,425,0.8882685904550499
188810831,164,0.7199610953164747
184365656,294,0.7555896078567946
156895842,81,0.5388888888888889
136871542,510,0.6919912169189877
182464136,52,1.0
14537355,90,0.5171036204744069
222989966,52,1.0
183845533,52,1.0
199789219,594,0.6043004525297948
216750774,417,0.9170471315255488
162419382,90,1.0
227530431,779,0.32399985480033394
220519106,52,1.0
204924617,52,1.0
33303272,164,0.7199610953164747
185985798,417,0.9170471315255488
217378572,592,0.6394624319751223
141055762,417,0.9170471315255488
225562389,90,1.0
32005912,408,0.5235824059353471
191482648,52,1.0
9852711,713,0.5001497076760641
218437424,865,0.41045546992078785
1057591,52,1.0
49353562,417,0.9170471315255488
145262432,417,0.9170471315255488
189999979,52,1.0
11565932,102,0.4966026014366143
132968302,480,0.5214161447459986
7222138,316,0.7521599357042394
65363862,52,1.0
161306542,502,0.718904819842387
187010992,607,0.6081361019133215
209455030,417,0.9170471315255488
197717951,90,1.0
82911172,417,0.9170471315255488
10385355,52,1.0
190213084,737,0.44797873281812284
222153711,417,0.9170471315255488
204156921,463,0.29638252316438063
211353678,60,0.7694915254237288
12580609,362,0.5623268698060941
212796929,52,1.0
209069325,124,0.5195384211906635
202093330,8,1.0
213226004,8,1.0
215265304,52,1.0
9099804,147,0.3606374056471904
160137002,197,0.471718636693256
127595572,52,1.0
6827575,458,0.40394446408607493
99391802,52,1.0
61821252,8,1.0
192942918,268,0.41402537872435574
225423943,52,1.0
192875871,62,0.7318878900052882
205361764,123,0.8788484606157537
52147302,68,0.6404741000877963
134218092,52,1.0
216915574,52,1.0
208921983,52,1.0
7528848,380,0.6708096097764199
179877522,52,1.0
192597911,52,1.0
216099224,52,1.0
218345372,144,0.5925602175602176
89439902,52,1.0
129560482,144,0.5925602175602176
222739109,59,0.7942723553477499
9631413,309,0.7242466271592485
18377911,52,1.0
30404282,52,1.0
82284732,478,0.7189898511442682
223312572,552,0.5814198164075857
199273151,52,1.0
206297794,404,0.48621723214505075
224211907,52,1.0
7242438,82,0.5844625112917796
217669834,122,0.5557512532177212
45178062,586,0.5177095183921122
140710862,52,1.0
12229328,570,0.5473684210526316
230143696,73,0.5924657534246576
220084945,213,0.5356984675347684
211357154,52,1.0
200295651,168,0.6166238950670089
222617314,52,1.0
212355057,74,0.6005183265457238
130988532,536,0.6005370344538987
204012533,8,1.0
25034832,399,1.0
128991232,560,0.6863723485816509
146040842,835,0.36761871939574087
188194830,399,1.0
226779164,399,1.0
137420832,500,0.6945971943887775
140965932,680,0.4992246383089318
211365934,499,0.6869481935759069
201822256,399,1.0
98742322,399,1.0
20238391,434,0.8543757516416386
215619639,399,1.0
13547579,560,0.6863723485816509
199602237,841,0.369577034143027
14532681,888,0.3992859827132657
188297294,399,1.0
21563471,1087,0.29599434807138103
156086352,881,0.37405066556598904
38506582,716,0.4728210337148885
56997982,693,0.4196423358273069
9105503,416,0.9214318813716404
209453152,399,1.0
7485542,574,0.558908124608546
148211832,399,1.0
12505220,399,1.0
190939281,566,0.5777541511616998
95860892,399,1.0
187639969,667,0.5298116707412059
2179235,399,1.0
198066340,399,1.0
12925101,560,0.6863723485816509
202119345,399,1.0
207370422,413,0.9349067914149369
191758521,463,0.769842828158163
29532352,474,0.7362735390406865
10758349,399,1.0
216723661,399,1.0
43573462,575,0.5763490380245417
203055322,560,0.6863723485816509
220555487,399,1.0
210137314,399,1.0
33155302,399,1.0
159654132,560,0.6863723485816509
1962233,500,0.6945971943887775
189401341,522,0.6660562872754282
208840957,399,1.0
208066820,399,1.0
217663750,447,0.8115588728042455
10066189,661,0.5259753358089213
208083240,399,1.0
187572521,702,0.4367265323042784
209099058,399,1.0
6961459,399,1.0
210807107,437,0.8454852728150651
203192644,399,1.0
188348741,610,0.5851086166518614
198117708,430,0.867262969588551
109089102,399,1.0
185532751,925,0.3331274131274131
191512916,1038,0.33167968220169713
37118292,560,0.6863723485816509
213901653,434,0.8518747139770756
174057822,399,1.0
191220068,626,0.564585303514377
45298022,399,1.0
13678954,431,0.863583877407867
15284591,399,1.0
215179635,915,0.3585201659671653
194742643,399,1.0
191621498,399,1.0
211190144,399,1.0
28608902,556,0.5616306954436451
93983122,598,0.6066844814933082
207499677,590,0.592506690454951
228370847,399,1.0
41855402,765,0.4229408342743729
146112942,560,0.6863723485816509
210649524,399,1.0
635319,611,0.5937753212953771
13273531,523,0.6633334065917965
5579198,560,0.6863723485816509
220297664,795,0.4321182453305451
8079808,667,0.5298116707412059
150907332,560,0.6863723485816509
6603223,660,0.4562284453028004
208253400,515,0.6838275849042348
10553819,399,1.0
229693920,399,1.0
209660386,560,0.6863723485816509
205535742,399,1.0
13687304,399,1.0
226310667,399,1.0
207583772,434,0.8543757516416386
224336417,399,1.0
195951151,399,1.0
125274672,563,0.5912972573212897
53516852,399,1.0
211006026,399,1.0
233859668,399,1.0
137261662,399,1.0
212243049,560,0.6863723485816509
179884652,607,0.494032764067181
227414637,602,0.498764517609079
222288505,642,0.5335316216386973
212054650,446,0.8171411296417594
177009282,451,0.8137078098053708
209447556,399,1.0
229831302,560,0.6863723485816509
85715592,399,1.0
13582987,515,0.6838275849042348
11416204,560,0.6863723485816509
184586892,437,0.8455482543614721
200790668,500,0.6945971943887775
8473236,515,0.6838275849042348
201800343,399,1.0
33198752,399,1.0
121705122,590,0.592506690454951
195574437,399,1.0
4602540,727,0.4877851921743381
57041582,399,1.0
183556787,560,0.6863723485816509
9702068,399,1.0
44927672,658,0.4946172387151693
228682424,399,1.0
196725445,890,0.3845098014433589
207563463,560,0.6863723485816509
109826772,466,0.754958696755734
195654361,560,0.6863723485816509
9745115,641,0.4984009360374415
13501170,399,1.0
161561332,399,1.0
205257465,442,0.8269666841095412
33628922,399,1.0
207788795,500,0.6945971943887775
203281152,399,1.0
227480320,447,0.8115588728042455
209216260,399,1.0
12757769,451,0.8137078098053708
99924752,590,0.592506690454951
40221462,560,0.6863723485816509
213568281,700,0.5227794808910688
200735518,755,0.4303054789467212
223910698,400,0.9962406015037594
41954092,560,0.6863723485816509
212038445,633,0.5026596276521287
198380339,399,1.0
6765365,560,0.6863723485816509
11221820,399,1.0
226437965,573,0.6567690599104211
222712658,535,0.6366061115194791
223646557,399,1.0
47618912,459,0.7936467163284527
210561896,591,0.5134015888038086
227869544,411,0.9446798409589935
10234731,399,1.0
207401844,399,1.0
131523452,399,1.0
119628682,416,0.9236793327154773
98198412,621,0.5719858708638512
189633429,635,0.5378573735065452
216955806,680,0.5510872390193191
202787758,399,1.0
13702065,560,0.6863723485816509
216421300,399,1.0
233675700,500,0.6945971943887775
14390209,423,0.9000257694419235
229188569,399,1.0
208350173,399,1.0
51485662,745,0.4717651728368334
229692381,399,1.0
4088809,399,1.0
38591482,484,0.7130451893297743
208176128,590,0.592506690454951
193248264,399,1.0
91626512,617,0.5710970552947863
198188049,499,0.6869481935759069
111592472,1156,0.24863613894755762
190147610,578,0.6462792273602274
81247262,837,0.4441014559860061
213568542,399,1.0
204524586,399,1.0
7726130,399,1.0
205704257,399,1.0
154920002,560,0.6863723485816509
14160964,399,1.0
124310602,399,1.0
81970252,399,1.0
206296158,399,1.0
9340001,590,0.592506690454951
126323812,399,1.0
185422955,778,0.427721147515492
201774191,399,1.0
10083446,399,1.0
72379512,399,1.0
100099192,399,1.0
221385858,399,1.0
215876742,745,0.4717651728368334
216034438,475,0.7434066178103487
205677713,399,1.0
83029142,560,0.6863723485816509
183223448,403,0.9806550374677481
192965786,500,0.6945971943887775
49743012,399,1.0
14687401,680,0.5510872390193191
13667508,451,0.8137078098053708
229717183,399,1.0
183297218,399,1.0
207287492,1084,0.2987584030964963
209407174,399,1.0
213200089,399,1.0
81196252,733,0.48756886513243725
185591004,399,1.0
189574367,399,1.0
35218662,399,1.0
58756332,560,0.6863723485816509
195757297,560,0.6863723485816509
82238712,796,0.4190417496286464
103496962,399,1.0
152786182,399,1.0
220902665,400,0.995062656641604
115037452,528,0.6400868265194641
207265038,399,1.0
161041682,565,0.587980920102931
191966482,399,1.0
220867862,428,0.8742257436144367
3710232,768,0.3528866525423729
188527897,560,0.6863723485816509
190717209,474,0.7244003175707621
182574366,1024,0.27871456500488756
205874466,515,0.6838275849042348
206843171,1265,0.2558775704207735
10716469,770,0.43704929660716396
43871542,399,1.0
221259073,399,1.0
212770120,617,0.48971773769180577
218062154,560,0.6863723485816509
58619242,399,1.0
215952752,882,0.40170544191948443
14173571,399,1.0
211363204,1084,0.2840323278579046
202597783,399,1.0
207420826,399,1.0
3614107,406,0.9665632792069574
212108700,399,1.0
11742625,399,1.0
197066151,642,0.5093482243962656
35235252,419,0.9102899361660823
8979910,503,0.6873183211488044
140103122,560,0.6863723485816509
96869842,399,1.0
118484462,560,0.6863723485816509
216780271,560,0.6863723485816509
8809972,592,0.570345726437097
216927741,413,0.93661110980512
205954558,399,1.0
11107841,560,0.6863723485816509
210818574,560,0.6863723485816509
113655312,560,0.6863723485816509
208352792,606,0.6002672994572185
10055195,947,0.3152382844679203
224165408,399,1.0
208188965,399,1.0
208389674,399,1.0
229418539,837,0.4441014559860061
9043499,399,1.0
208125485,399,1.0
182763054,399,1.0
58682932,457,0.7793101462628124
209432118,399,1.0
206624315,399,1.0
231054908,680,0.5510872390193191
195288637,399,1.0
206282306,399,1.0
223348295,727,0.4161105869246422
211621454,399,1.0
2573903,570,0.5534733142170012
216186447,399,1.0
41473632,452,0.811147302945274
34633322,647,0.532943186222671
211377778,399,1.0
104091252,399,1.0
70403712,676,0.4454131054131054
233387655,423,0.9000257694419235
179019412,399,1.0
198399671,399,1.0
9475768,424,0.8915986440073153
187025081,399,1.0
9422523,515,0.6838275849042348
17319611,399,1.0
219764412,399,1.0
204097214,399,1.0
188589763,420,0.9072962836685987
209360581,399,1.0
32671432,578,0.6462792273602274
50452172,560,0.6863723485816509
161847002,399,1.0
62662372,399,1.0
9455335,595,0.5321336615454263
217476844,399,1.0
211400429,399,1.0
10514162,560,0.6863723485816509
10878718,399,1.0
189431560,569,0.5356444466447189
28294922,399,1.0
6055703,577,0.6487579433853264
177731352,399,1.0
202919711,644,0.4429885146295992
221724454,399,1.0
204318533,560,0.6863723485816509
1726285,560,0.6863723485816509
221830992,748,0.4303989576845707
224483168,399,1.0
221437801,560,0.6863723485816509
186247021,560,0.6863723485816509
190076793,417,0.919237686773658
183119747,560,0.6863723485816509
5166997,444,0.817470969841173
211611544,399,1.0
110905242,609,0.5050503413706681
198309808,777,0.4106860910984622
214323124,563,0.5712470686396591
13260727,399,1.0
238696387,399,1.0
192419782,420,0.9094442550289805
216092618,399,1.0
45002702,399,1.0
206280668,886,0.29802451186695744
237311969,399,1.0
187496418,399,1.0
8869875,503,0.6658297228580707
226897907,399,1.0
196614133,399,1.0
195569654,399,1.0
217679870,399,1.0
214466652,159,1.0
225243138,159,1.0
193376268,159,1.0
231956492,159,1.0
210294801,159,1.0
235105301,176,0.8292857142857143
190501922,417,0.39664038000368934
211792948,159,1.0
216030267,159,1.0
12512327,176,0.8292857142857143
14040142,159,1.0
227859534,159,1.0
219893848,159,1.0
230976600,159,1.0
12020848,159,1.0
4493427,159,1.0
211923065,159,1.0
183266427,159,1.0
2401423,180,0.7938547486033519
230837392,159,1.0
94087322,329,0.3686522351545704
230388892,159,1.0
118963362,159,1.0
193840299,159,1.0
